"","Family","Qsd1","correlation","ModelCalled","trait","trainingPop"
"13791","Overall","0",0.462672467551083,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13792","Overall","2",0.771787738423041,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13793","Overall","Overall",0.944840227357824,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13794","SY_Tepee/DH130910","0",0.541430143866817,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13795","SY_Tepee/DH130910","2",0.843941416056694,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13796","SY_Tepee/DH130910","Overall",0.949561665798623,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13797","Scala/DH130910","0",0.308736958349789,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13798","Scala/DH130910","2",0.472543166802858,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13799","Scala/DH130910","Overall",0.942550082441073,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13800","Wintmalt/DH130910","0",0.566225197906457,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13801","Wintmalt/DH130910","2",0.811256672171363,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13802","Wintmalt/DH130910","Overall",0.949752013405881,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13803","DH130910","2",NA,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13804","DH130910","Overall",NA,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13805","Flavia/DH130910","2",0.789890641148902,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13806","Flavia/DH130910","Overall",0.789890641148902,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13807","Overall","0",0.00993237983005803,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13808","Overall","2",0.625567418717424,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13809","Overall","Overall",0.938806325472568,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13810","SY_Tepee/DH130910","0",0.040349826557563,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13811","SY_Tepee/DH130910","2",0.329876934813295,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13812","SY_Tepee/DH130910","Overall",0.943010263029836,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13813","Scala/DH130910","0",0.0715796080074939,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13814","Scala/DH130910","2",0.494754479683821,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13815","Scala/DH130910","Overall",0.952235766609399,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13816","Wintmalt/DH130910","0",0.725497423915401,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13817","Wintmalt/DH130910","2",0.539741247812263,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13818","Wintmalt/DH130910","Overall",0.932832826908082,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13819","Flavia/DH130910","2",0.798793187437622,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13820","Flavia/DH130910","Overall",0.798793187437622,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13821","Overall","0",0.189045543631926,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13822","Overall","2",0.732542023259811,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13823","Overall","Overall",0.919664564646502,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13824","SY_Tepee/DH130910","0",-0.33952944620913,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
"13825","SY_Tepee/DH130910","2",0.35065472267255,"Qsd1_JCWithFixEff.eta","TP2_GE_2020_2021","Full"
